category_class	label	harrisons_view	matrix_txgnn_grouping	mondo_top_grouping
MONDO:0016830	Emery-Dreifuss muscular dystrophy	hereditary_disease	cardiovascular_disorder	nervous_system_disorder|musculoskeletal_system_disorder|cardiovascular_disorder|hereditary_disease
MONDO:0016831	linear verrucous nevus syndrome	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder|disorder_of_development_or_morphogenesis
MONDO:0016832	distal 7q11.23 microduplication syndrome	hereditary_disease	other	chromosomal_disorder|hereditary_disease
MONDO:0016833	14q12 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016834	16p11.2p12.2 microduplication syndrome	other	other	chromosomal_disorder
MONDO:0016835	14q11.2 microduplication syndrome	other	other	chromosomal_disorder
MONDO:0016836	16p13.11 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016837	16p13.11 microduplication syndrome	other	other	chromosomal_disorder
MONDO:0016838	16q24.3 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016839	distal 17p13.3 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016840	trisomy 17p	other	other	chromosomal_disorder
MONDO:0016841	20p12.3 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016842	paternal 20q13.2q13.3 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016843	20q13.33 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016844	trisomy 20p	other	other	chromosomal_disorder
MONDO:0016845	21q22.11q22.12 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016846	distal 22q11.2 microduplication syndrome	other	other	chromosomal_disorder
MONDO:0016847	trisomy 1q	other	other	chromosomal_disorder
MONDO:0016848	juvenile temporal arteritis	inflammatory_disease	cardiovascular_disorder	inflammatory_disease|cardiovascular_disorder
MONDO:0016850	atypical Norrie disease due to monosomy Xp11.3	other	other	chromosomal_disorder
MONDO:0016851	maternal uniparental disomy of chromosome X	other	other	chromosomal_disorder
MONDO:0016852	paternal uniparental disomy of chromosome X	other	other	chromosomal_disorder
MONDO:0016853	ring chromosome Y	other	other	chromosomal_disorder
MONDO:0016854	49,XXXYY syndrome	other	other	chromosomal_disorder
MONDO:0016855	Mowat-Wilson syndrome due to monosomy 2q22	hereditary_disease|disorder_of_development_or_morphogenesis|syndromic_disease	psychiatric_disorder	nervous_system_disorder|disorder_of_development_or_morphogenesis|hereditary_disease|syndromic_disease|chromosomal_disorder|psychiatric_disorder
MONDO:0016856	Mowat-Wilson syndrome due to a ZEB2 point mutation	hereditary_disease|disorder_of_development_or_morphogenesis|syndromic_disease	psychiatric_disorder	nervous_system_disorder|disorder_of_development_or_morphogenesis|hereditary_disease|syndromic_disease|psychiatric_disorder
MONDO:0016857	blepharophimosis-epicanthus inversus-ptosis due to 3q23 rearrangement syndrome	hereditary_disease|endocrine_system_disorder	endocrine_system_disorder	reproductive_system_disorder|disorder_of_orbital_region|disorder_of_visual_system|hereditary_disease|chromosomal_disorder|endocrine_system_disorder
MONDO:0016858	blepharophimosis-epicanthus inversus-ptosis due to a point mutation syndrome	hereditary_disease|endocrine_system_disorder	endocrine_system_disorder	reproductive_system_disorder|disorder_of_orbital_region|disorder_of_visual_system|hereditary_disease|endocrine_system_disorder
MONDO:0016859	blepharophimosis-epicanthus inversus-ptosis due to copy number variations	hereditary_disease|endocrine_system_disorder	endocrine_system_disorder	reproductive_system_disorder|disorder_of_orbital_region|disorder_of_visual_system|hereditary_disease|endocrine_system_disorder
MONDO:0016860	familial adenomatous polyposis due to 5q22.2 microdeletion	hereditary_disease|cancer_or_benign_tumor|syndromic_disease	cancer_or_benign_tumor	cancer_or_benign_tumor|hereditary_disease|syndromic_disease|chromosomal_disorder
MONDO:0016861	Alagille syndrome due to 20p12 microdeletion	hereditary_disease|disorder_of_development_or_morphogenesis|syndromic_disease	cardiovascular_disorder	digestive_system_disorder|disorder_of_development_or_morphogenesis|hereditary_disease|cardiovascular_disorder|disorder_of_orbital_region|disorder_of_visual_system|syndromic_disease|chromosomal_disorder
MONDO:0016862	Alagille syndrome due to a JAG1 point mutation	hereditary_disease|disorder_of_development_or_morphogenesis|syndromic_disease	cardiovascular_disorder	digestive_system_disorder|disorder_of_development_or_morphogenesis|hereditary_disease|cardiovascular_disorder|disorder_of_orbital_region|disorder_of_visual_system|syndromic_disease
MONDO:0016863	Okihiro syndrome due to 20q13 microdeletion	hereditary_disease|disorder_of_development_or_morphogenesis|syndromic_disease	other	disorder_of_development_or_morphogenesis|hereditary_disease|musculoskeletal_system_disorder|syndromic_disease|chromosomal_disorder
MONDO:0016864	Okihiro syndrome due to a point mutation	hereditary_disease|disorder_of_development_or_morphogenesis|syndromic_disease	other	disorder_of_development_or_morphogenesis|hereditary_disease|musculoskeletal_system_disorder|syndromic_disease
MONDO:0016865	Kleefstra syndrome due to a point mutation	hereditary_disease|disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis|hereditary_disease
MONDO:0016866	partial deletion of chromosome 1	other	other	chromosomal_disorder
MONDO:0016867	partial deletion of chromosome 2	other	other	chromosomal_disorder
MONDO:0016868	partial deletion of chromosome 3	other	other	chromosomal_disorder
MONDO:0016869	partial deletion of chromosome 4	other	other	chromosomal_disorder
MONDO:0016870	partial deletion of chromosome 5	other	other	chromosomal_disorder
MONDO:0016871	partial deletion of chromosome 6	other	other	chromosomal_disorder
MONDO:0016872	partial deletion of chromosome 7	other	other	chromosomal_disorder
MONDO:0016873	partial deletion of chromosome 8	other	other	chromosomal_disorder
MONDO:0016874	partial deletion of chromosome 9	other	other	chromosomal_disorder
MONDO:0016875	partial deletion of chromosome 10	other	other	chromosomal_disorder
MONDO:0016876	partial deletion of chromosome 11	other	other	chromosomal_disorder
MONDO:0016877	partial deletion of the long arm of chromosome 12	other	other	chromosomal_disorder
MONDO:0016878	partial deletion of chromosome 16	other	other	chromosomal_disorder
MONDO:0016879	partial deletion of chromosome 17	other	other	chromosomal_disorder
MONDO:0016880	partial deletion of chromosome 18	other	other	chromosomal_disorder
MONDO:0016881	partial deletion of chromosome 19	other	other	chromosomal_disorder
MONDO:0016882	partial deletion of chromosome 20	other	other	chromosomal_disorder
MONDO:0016883	partial deletion of the short arm of chromosome 1	other	other	chromosomal_disorder
MONDO:0016884	partial deletion of the short arm of chromosome 2	other	other	chromosomal_disorder
MONDO:0016885	partial deletion of the short arm of chromosome 3	other	other	chromosomal_disorder
MONDO:0016887	partial deletion of the short arm of chromosome 5	other	other	chromosomal_disorder
MONDO:0016888	partial deletion of the short arm of chromosome 6	other	other	chromosomal_disorder
MONDO:0016889	partial deletion of the short arm of chromosome 7	other	other	chromosomal_disorder
MONDO:0016890	partial deletion of the short arm of chromosome 8	other	other	chromosomal_disorder
MONDO:0016892	partial deletion of the short arm of chromosome 10	other	other	chromosomal_disorder
MONDO:0016893	partial deletion of the short arm of chromosome 11	other	other	chromosomal_disorder
MONDO:0016894	partial deletion of the short arm of chromosome 16	other	other	chromosomal_disorder
MONDO:0016897	partial deletion of the short arm of chromosome 19	other	other	chromosomal_disorder
MONDO:0016898	partial monosomy of the short arm of chromosome 20	other	other	chromosomal_disorder
MONDO:0016901	partial deletion of the long arm of chromosome 2	other	other	chromosomal_disorder
MONDO:0016902	partial deletion of the long arm of chromosome 3	other	other	chromosomal_disorder
MONDO:0016903	partial deletion of the long arm of chromosome 4	other	other	chromosomal_disorder
MONDO:0016904	partial deletion of the long arm of chromosome 5	other	other	chromosomal_disorder
MONDO:0016905	partial deletion of the long arm of chromosome 6	other	other	chromosomal_disorder
MONDO:0016906	partial deletion of the long arm of chromosome 7	other	other	chromosomal_disorder
MONDO:0016907	partial deletion of the long arm of chromosome 8	other	other	chromosomal_disorder
MONDO:0016908	partial monosomy of the long arm of chromosome 9	other	other	chromosomal_disorder
MONDO:0016909	partial monosomy of the long arm of chromosome 10	other	other	chromosomal_disorder
MONDO:0016910	partial deletion of the long arm of chromosome 11	other	other	chromosomal_disorder
MONDO:0016911	partial deletion of the long arm of chromosome 13	other	other	chromosomal_disorder
MONDO:0016912	partial deletion of the long arm of chromosome 14	other	other	chromosomal_disorder
MONDO:0016913	partial deletion of the long arm of chromosome 15	other	other	chromosomal_disorder
MONDO:0016914	partial deletion of the long arm of chromosome 16	other	other	chromosomal_disorder
MONDO:0016915	partial deletion of the long arm of chromosome 17	other	other	chromosomal_disorder
MONDO:0016917	partial deletion of the long arm of chromosome 19	other	other	chromosomal_disorder
MONDO:0016918	partial deletion of the long arm of chromosome 20	other	other	chromosomal_disorder
MONDO:0016919	partial deletion of the long arm of chromosome 21	other	other	chromosomal_disorder
MONDO:0016921	partial duplication of chromosome 1	other	other	chromosomal_disorder
MONDO:0016922	partial duplication of chromosome 2	other	other	chromosomal_disorder
MONDO:0016923	partial duplication of chromosome 3	other	other	chromosomal_disorder
MONDO:0016924	partial duplication of chromosome 4	other	other	chromosomal_disorder
MONDO:0016925	partial trisomy/tetrasomy of chromosome 5	other	other	chromosomal_disorder
MONDO:0016927	partial duplication of chromosome 6	other	other	chromosomal_disorder
MONDO:0016928	partial duplication of chromosome 7	other	other	chromosomal_disorder
MONDO:0016929	partial duplication of chromosome 8	other	other	chromosomal_disorder
MONDO:0016930	partial trisomy/tetrasomy of chromosome 9	other	other	chromosomal_disorder
MONDO:0016931	partial duplication of chromosome 10	other	other	chromosomal_disorder
MONDO:0016932	partial duplication of chromosome 11	other	other	chromosomal_disorder
MONDO:0016933	partial trisomy/tetrasomy of the short arm of chromosome 12	other	other	chromosomal_disorder
MONDO:0016934	partial duplication of chromosome 16	other	other	chromosomal_disorder
MONDO:0016935	partial duplication of chromosome 17	other	other	chromosomal_disorder
MONDO:0016936	partial trisomy/tetrasomy of chromosome 18	other	other	chromosomal_disorder
MONDO:0016937	partial duplication of chromosome 19	other	other	chromosomal_disorder
MONDO:0016938	partial trisomy of chromosome 20	other	other	chromosomal_disorder
MONDO:0016939	partial duplication of the short arm of chromosome 2	other	other	chromosomal_disorder
MONDO:0016940	partial duplication of the short arm of chromosome 3	other	other	chromosomal_disorder
MONDO:0016941	partial duplication of the short arm of chromosome 4	other	other	chromosomal_disorder
MONDO:0016942	partial trisomy/tetrasomy of the short arm of chromosome 5	other	other	chromosomal_disorder
MONDO:0016943	partial duplication of the short arm of chromosome 6	other	other	chromosomal_disorder
MONDO:0016944	partial duplication of the short arm of chromosome 7	other	other	chromosomal_disorder
MONDO:0016945	partial duplication of the short arm of chromosome 8	other	other	chromosomal_disorder
MONDO:0016947	partial duplication of the short arm of chromosome 10	other	other	chromosomal_disorder
MONDO:0016948	partial duplication of the short arm of chromosome 11	other	other	chromosomal_disorder
MONDO:0016949	partial duplication of the short arm of chromosome 16	other	other	chromosomal_disorder
MONDO:0016950	partial duplication of the short arm of chromosome 17	other	other	chromosomal_disorder
MONDO:0016951	partial trisomy/tetrasomy of the short arm of chromosome 18	other	other	chromosomal_disorder
MONDO:0016952	partial duplication of the long arm of chromosome 1	other	other	chromosomal_disorder
MONDO:0016953	partial duplication of the long arm of chromosome 2	other	other	chromosomal_disorder
MONDO:0016954	partial duplication of the long arm of chromosome 3	other	other	chromosomal_disorder
MONDO:0016955	partial duplication of the long arm of chromosome 4	other	other	chromosomal_disorder
MONDO:0016956	partial trisomy of the long arm of chromosome 5	other	other	chromosomal_disorder
MONDO:0016957	partial duplication of the long arm of chromosome 6	other	other	chromosomal_disorder
MONDO:0016958	partial duplication of the long arm of chromosome 7	other	other	chromosomal_disorder
MONDO:0016959	partial duplication of the long arm of chromosome 8	other	other	chromosomal_disorder
MONDO:0016960	partial trisomy of the long arm of chromosome 9	other	other	chromosomal_disorder
MONDO:0016961	partial duplication of the long arm of chromosome 10	other	other	chromosomal_disorder
MONDO:0016964	partial duplication of the long arm of chromosome 14	other	other	chromosomal_disorder
MONDO:0016965	partial duplication of the long arm of chromosome 15	other	other	chromosomal_disorder
MONDO:0016966	partial trisomy of the long arm of chromosome 16	other	other	chromosomal_disorder
MONDO:0016967	partial duplication of the long arm of chromosome 17	other	other	chromosomal_disorder
MONDO:0016968	partial trisomy of the long arm of chromosome 18	other	other	chromosomal_disorder
MONDO:0016969	partial duplication of the long arm of chromosome 19	other	other	chromosomal_disorder
MONDO:0016970	partial trisomy of the long arm of chromosome 20	other	other	chromosomal_disorder
MONDO:0016971	limb-girdle muscular dystrophy	hereditary_disease	other	hereditary_disease|musculoskeletal_system_disorder|nervous_system_disorder
MONDO:0016972	partial duplication of the long arm of chromosome 22	other	other	chromosomal_disorder
MONDO:0016974	thymoma type B	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	hematologic_disorder|endocrine_system_disorder|immune_system_disorder|cancer_or_benign_tumor
MONDO:0016975	thymoma type AB	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	hematologic_disorder|endocrine_system_disorder|immune_system_disorder|cancer_or_benign_tumor
MONDO:0016976	well-differentiated thymic neuroendocrine carcinoma	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	hematologic_disorder|endocrine_system_disorder|immune_system_disorder|cancer_or_benign_tumor
MONDO:0016977	moderately-differentiated thymic neuroendocrine carcinoma	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	hematologic_disorder|endocrine_system_disorder|immune_system_disorder|cancer_or_benign_tumor
