category_class	label	definition	synonyms	subsets	crossreferences
MONDO:0005627	head and neck cancer	A primary or metastatic malignant neoplasm affecting the head and neck. Representative examples include oral cavity squamous cell carcinoma, laryngeal squamous cell carcinoma, and salivary gland carcinoma.	malignant tumor of head and neck; cancer of head and neck; head and neck malignant neoplasia; malignant head and neck neoplasm; malignant tumor of the head and neck; malignant head and neck tumour; malignant tumour of the head and neck; craniocervical region cancer; malignant neoplasm of head and neck; malignant craniocervical region neoplasm; malignant head and neck tumor; cancer of the head and neck; cancer of craniocervical region; head and neck cancer; malignant neoplasm of craniocervical region; malignant tumour of head and neck; malignant neoplasm of the head and neck	mondo:otar	EFO:0006859; MEDGEN:78920; DOID:11934; NCIT:C4013; UMLS:C0278996
MONDO:0005780	hantavirus infectious disease	Any infection caused by a virus of the genus Hantavirus, which is transmitted by aerosolized rodent excreta or rodent bites, that can result in a variety of clinical manifestations from hemorrhagic fever with renal syndrome to a pulmonary syndrome.	Hantavirus infectious disease; Hantavirus caused disease or disorder; Hantavirus infection; disease due to hantavirus; Hantavirus disease or disorder	mondo:otar	NCIT:C3899; MEDGEN:67028; ICD9:079.81; UMLS:C0242994; EFO:0007295; MESH:D018778; SCTID:359761005
MONDO:0021539	hamartoma of skin appendage	A hamartoma (disease) that involves the cutaneous appendage.	skin appendage hamartoma; cutaneous appendage hamartoma (disease)		MEDGEN:224909; ICD9:759.6; UMLS:C1302712; NCIT:C5562; SCTID:399906000
MONDO:0021540	hamartoma of lung	A hamartoma (disease) that involves the lung.	lung hamartoma; lung hamartoma (disease); lung chondroid hamartoma; hamartoma of the lung; pulmonary hamartoma		UMLS:C0149927; NCIT:C3497; SCTID:254644003; MEDGEN:101774; ICD9:235.7
MONDO:0006499	hamartoma	A benign and excessive tumor-like growth of mature cells and normal tissues which grow in a disorganized pattern.	hamartoma (disease); hamartoma	mondo:otar	MESH:D006222; ICD9:759.6; EFO:1000634; HP:0010566; MEDGEN:6713; SCTID:400006008; NCIT:C3075; UMLS:C0018552
MONDO:0003413	hair follicle neoplasm	A benign or malignant neoplasm arising from the hair follicle.	neoplasm of the hair follicle; neoplasm of hair follicle; tumour of hair follicle; hair follicle neoplasm; hair follicle tumour; hair follicle tumor; hair follicle neoplasm (disease); tumor of hair follicle	mondo:otar	MEDGEN:167814; DOID:5375; UMLS:C0859920; NCIT:C7367
MONDO:0019278	hair anomaly			mondo:disease_grouping; mondo:ordo_group_of_disorders	MEDGEN:539624; UMLS:C0265991; Orphanet:79363
MONDO:0006926	haemophilus infectious disease	Infections with bacteria of the genus haemophilus.	Haemophilus infectious disease; Haemophilus caused disease or disorder; Haemophilus disease or disorder; haemophilus infectious disease	mondo:otar	NCIT:C34654; SCTID:41659003; EFO:1001127; MESH:D006192
MONDO:0001571	gynecomastia disorder	Development of breast tissue in males.	hypertrophy of breast of male organism; male organism hypertrophy of breast	mondo:gard_rare; mondo:rare	HP:0000771; MESH:D006177; MEDGEN:6694; DOID:12698; SCTID:4754008; NCIT:C3073; UMLS:C0018418
MONDO:0019927	growth hormone-producing pituitary gland neoplasm	An adenoma or carcinoma of the anterior lobe of the pituitary gland that produces growth hormone.	growth hormone producing neoplasm of pituitary gland; somatotroph neoplasm; growth hormone producing tumor of the pituitary gland; growth hormone producing neoplasm of the pituitary gland; growth hormone producing tumour of the pituitary; pituitary gland somatotropinoma; growth hormone secreting tumour of pituitary; growth hormone secreting pituitary tumor; growth hormone secreting tumour of pituitary gland; growth hormone producing pituitary tumor; growth hormone producing neoplasm of pituitary; growth hormone secreting tumor of the pituitary gland; growth hormone secreting pituitary tumour; growth hormone secreting tumor of the pituitary; somatotroph tumour; growth hormone producing tumor of pituitary gland; growth hormone producing pituitary neoplasm; growth hormone secreting pituitary gland neoplasm; somatotropinoma of pituitary gland; growth hormone producing pituitary gland tumour; growth hormone secreting pituitary neoplasm; growth hormone-producing pituitary gland neoplasm; Growth hormone-producing pituitary gland tumor; growth hormone producing pituitary gland neoplasm; growth hormone secreting neoplasm of the pituitary gland; growth hormone producing pituitary gland tumor; growth hormone secreting neoplasm of pituitary; growth hormone producing pituitary tumour; growth hormone secreting neoplasm of the pituitary; growth hormone secreting tumour of the pituitary; growth hormone producing tumour of pituitary; pituitary somatotropinoma; growth hormone secreting tumour of the pituitary gland; growth hormone producing tumor; growth hormone secreting neoplasm of pituitary gland; somatotropinoma; growth hormone producing neoplasm of the pituitary; Growth hormone-producing pituitary gland tumour; growth hormone producing tumour of the pituitary gland; growth hormone secreting pituitary gland tumour; somatotropinoma of the pituitary; growth hormone producing tumor of the pituitary; growth hormone producing tumour of pituitary gland; growth hormone producing tumor of pituitary; somatotropinoma of the pituitary gland; growth hormone producing tumour; growth hormone secreting tumor of pituitary gland; growth hormone secreting tumor of pituitary; somatotropinoma of pituitary; somatotroph tumor; growth hormone secreting pituitary gland tumor	mondo:rare; mondo:otar; mondo:gard_rare	MEDGEN:866320; NCIT:C7911; UMLS:C4018860
MONDO:0100210	growth hormone insensitivity syndrome with immune dysregulation			mondo:gard_rare; mondo:rare	OMIMPS:245590
MONDO:0015892	growth hormone insensitivity syndrome	Growth hormone insensitivity syndrome (GHIS) is a group of diseases characterized by marked short stature associated with normal or elevated growth hormone (GH) concentrations, which fail to respond to exogenous GH administration. GHIS comprises growth delay due to IGF-1 deficiency, growth delay due to IGF-1 resistance, Laron syndrome, short stature due to STAT5b deficiency and primary acid-labile subunit (ALS) deficiency.	GHIS; short stature due to a defect in growth hormone receptor or post-receptor pathway; Growth hormone insensitivity syndromes	mondo:disease_grouping; mondo:otar; mondo:nord_rare; mondo:ordo_group_of_disorders; mondo:gard_rare; mondo:rare	NANDO:2200321; NANDO:2100114; MEDGEN:1384226; Orphanet:181393; UMLS:C4318479; NCIT:C129867; GARD:3924
MONDO:0040676	great vessel cancer	A malignant neoplasm arising from the great vessels.	malignant neoplasm of great vessel of heart; great vessel of heart cancer; malignant great vessel tumour; great vessel cancer; malignant great vessel tumor; cancer of great vessel of heart; malignant great vessel neoplasm; malignant great vessel of heart neoplasm		UMLS:C3665405; MEDGEN:777096; NCIT:C4575
MONDO:0006036	granulosa cell tumor	A slow-growing, malignant tumor, characterize by the presence of granulosa-like cells and Call-Exner bodies, that is almost always found in the ovary. In rare cases, it has also been found in the testicle. There are two types of granulosa cell tumor that can be distinguished under the microscope: the adult and the juvenile. The testicular juvenile granulosa cell tumors are perhaps the most common congenital testicular neoplasms.	granulosa cell tumor; granulosa cell tumor, adult type (morphologic abnormality); granulosa cell tumor, adult type; neoplasm of granulosa cell; granulosa cell neoplasm; granulosa cell neoplasm (disease); tumour of granulosa cell; granulosa cell tumor, sarcomatoid; tumor of granulosa cell	mondo:otar	ONCOTREE:GRCT; UMLS:C0018206; DOID:2999; MESH:D006106; MEDGEN:6676; EFO:1000032; NCIT:C3070
MONDO:0002341	granulomatous angiitis	Inflammation of the arteries that is characterized by the presence of granulomas.	Granulomatous arteritis	mondo:rare; mondo:gard_rare; mondo:otar	DOID:2555; MESH:D020293; UMLS:C0018202; NCIT:C34653; MEDGEN:9088
MONDO:0005777	granuloma inguinale	A condition resulting from infection by Klebsiella granulomati, which is characterized by ulcerative lesions of the genitalia.	granuloma inguinale; donovanosis; pudendal ulcer	mondo:otar	MEDGEN:42291; MESH:D006100; DOID:9113; ICD9:099.2; SCTID:28867007; EFO:0007291; ICD10CM:A58; UMLS:C0018190; NCIT:C3065
MONDO:0006235	granular cell tumor	An unusual benign or malignant neoplasm characterized by the presence of neoplastic large polygonal cells with granular, eosinophilic cytoplasm which contains abundant lysosomes. It was originally thought to be a tumor originating from muscle cells and was named granular cell myoblastoma. Subsequent studies have suggested a derivation from Schwann cells. It affects females more often than males and it usually presents as a solitary mass. A minority of patients have multiple tumors. It can arise from many anatomic sites including the posterior pituitary gland, skin, oral cavity, esophagus, stomach, heart, mediastinum, and breast.	granular cell tumour (morphologic abnormality); granular cell neoplasm; granular cell schwannoma; Abrikossoff's tumor; Abrikossoff's tumour; granular cell tumor; granular cell tumor (morphologic abnormality); Abrikossoff tumour; granular cell myoblastoma; granular cell nerve sheath tumour; granular cell nerve sheath tumor; Abrikossoff tumor	mondo:rare; mondo:otar; mondo:nord_rare; mondo:gard_rare	UMLS:C0085167; NCIT:C3474; ONCOTREE:GCT; EFO:1000284; ICD9:215.9; MESH:C535558; ICDO:9580/0; GARD:9618; DOID:2411; MESH:D016586; MEDGEN:88345; SCTID:404035005
MONDO:0003252	granular cell cancer	An uncommon granular cell tumor which may metastasize to other anatomic sites. Morphologic characteristics include the presence of spindling neoplastic cells, necrosis, extensive pleomorphism, prominent nucleoli, and increased mitiotic activity.	malignant granular cell myoblastoma; malignant granular cell tumor; granular cell tumor, malignant (morphologic abnormality); malignant granular cell neoplasm; myoblastoma, malignant; malignant granular cell tumour; granular cell tumor, malignant	mondo:otar; mondo:gard_rare; mondo:rare	DOID:5042; SCTID:404041003; NCIT:C4336; MEDGEN:87276; UMLS:C0334618; ICD9:171.9; ICDO:9580/3
MONDO:0021679	gram-positive bacterial infections	Infections caused by bacteria that retain the crystal violet stain (positive) when treated by the gram-staining method.		mondo:otar	SCTID:371582002; ICD9:041.89; MESH:D016908; UMLS:C0085426; MEDGEN:39283
MONDO:0021678	gram-negative bacterial infections	Infections caused by bacteria that show up as pink (negative) when treated by the gram-staining method.		mondo:otar	MEDGEN:88406; ICD9:041.85; MESH:D016905; SCTID:371583007; UMLS:C0085423
MONDO:0020634	grade III meningioma	A malignant meningioma with aggressive clinical course. It recurs in approximately 50-78% of the cases. This category includes the anaplastic (malignant) meningioma, papillary meningioma, and rhabdoid meningioma.	grade III meningioma; grade 3 meningioma; meningioma, malignant; WHO grade III meningioma	mondo:otar; mondo:rare; mondo:gard_rare	NCIT:C38938; UMLS:C0280801; MEDGEN:79186
MONDO:0021640	grade III glioma	A group of malignant gliomas that includes anaplastic astrocytoma, anaplastic oligodendroglioma, anaplastic oligoastrocytoma, and anaplastic ependymoma.	anaplastic glioma; WHO grade III glioma	mondo:gard_rare; mondo:otar; mondo:rare	MEDGEN:925529; UMLS:C4287997; NCIT:C127816
MONDO:0045056	grade II meningioma	An atypical meningioma which may recur in approximately 29-40% of the cases. This category includes the atypical meningioma, chordoid meningioma, and clear cell meningioma.	grade 2 meningioma; grade II meningioma; WHO grade II meningioma	mondo:gard_rare; mondo:otar; mondo:rare	NCIT:C38937; MEDGEN:307517; UMLS:C1512259
MONDO:0021639	grade II glioma	A glioma arising from the central nervous system. This category includes diffuse astrocytoma, ependymoma, oligodendroglioma, and oligoastrocytoma.	WHO grade II glioma; grade II glioma	mondo:otar; mondo:rare; mondo:gard_rare	NCIT:C132505; MEDGEN:1391502; UMLS:C4330050
MONDO:0020058	gonosome anomaly	Chromosomal disorder in which the chromosomal anomaly involves an gonosome. A gonosome is a chromosome responsible for sex determination. In humans and most animals, the sex chromosomes are designated X and Y.	Sex-chromosome anomaly	mondo:ordo_group_of_disorders; mondo:disease_grouping	Orphanet:98155; ICD9:758.81; ICD9:758.8; SCTID:95462004
MONDO:0004277	gonorrhea	A common sexually transmitted bacterial infection caused by Neisseria gonorrhoeae. It is transmitted through vaginal, oral, or anal intercourse. Infected individuals may be asymptomatic. Symptoms in males include burning sensation during urination, discharge from the penis, and painful swelling of the testes. Symptoms in females include painful urination, vaginal discharge, and vaginal bleeding between periods. If untreated, the infection may lead to pelvic inflammatory disease.	GC; chronic gonococcal infectious disease of upper genitourinary tract; chronic gonococcal infectious disease of lower genitourinary tract; Neisseria gonorrhoeae infection		ICD9:098; MEDGEN:9077; Orphanet:100642; ICD9:098.2; MESH:D006069; NCIT:C92950; UMLS:C0018081; ICD9:098.32; ICD9:098.89; DOID:7551; SCTID:15628003
MONDO:0001027	gonococcal seminal vesiculitis	A gonorrhea that involves the seminal vesicle.	seminal vesicle gonorrhoea; gonorrhea of seminal vesicle; gonorrhoea of seminal vesicle; gonococcal seminal vesiculitis (acute); seminal vesicle gonorrhea		MEDGEN:662073; UMLS:C0578661; DOID:10400; SCTID:301990003
